,county,date,deaths,reported_deaths
21947,Siskiyou,2020-03-22,0,0
21948,Solano,2020-03-22,0,0
21949,Sonoma,2020-03-22,0,0
21950,Stanislaus,2020-03-22,0,0
21951,Sutter,2020-03-22,0,0
21952,Tehama,2020-03-22,0,0
21953,Trinity,2020-03-22,0,0
21954,Tulare,2020-03-22,0,0
21955,Tuolumne,2020-03-22,0,0
21957,Ventura,2020-03-22,0,0
21958,Yolo,2020-03-22,0,0
21959,Yuba,2020-03-22,0,0
21960,Alameda,2020-03-21,1,0
21961,Alpine,2020-03-21,0,0
21962,Amador,2020-03-21,0,0
21963,Butte,2020-03-21,0,0
21964,Calaveras,2020-03-21,0,0
21966,Colusa,2020-03-21,0,0
21967,Contra Costa,2020-03-21,1,0
21968,Del Norte,2020-03-21,0,0
21969,El Dorado,2020-03-21,0,0
21970,Fresno,2020-03-21,0,0
21971,Glenn,2020-03-21,0,0
21972,Humboldt,2020-03-21,0,0
21973,Imperial,2020-03-21,0,0
21974,Inyo,2020-03-21,0,0
21975,Kern,2020-03-21,0,0
21976,Kings,2020-03-21,0,0
21977,Lake,2020-03-21,0,0
21978,Lassen,2020-03-21,0,0
21979,Los Angeles,2020-03-21,8,1
21980,Madera,2020-03-21,0,0
21981,Marin,2020-03-21,0,0
21982,Mariposa,2020-03-21,0,0
21983,Mendocino,2020-03-21,0,0
21984,Merced,2020-03-21,0,0
21985,Modoc,2020-03-21,0,0
21986,Mono,2020-03-21,0,0
21987,Monterey,2020-03-21,1,1
21988,Napa,2020-03-21,1,0
21989,Nevada,2020-03-21,0,0
21990,Orange,2020-03-21,1,-2
21992,Placer,2020-03-21,1,0
21993,Plumas,2020-03-21,0,0
21994,Riverside,2020-03-21,1,0
21995,Sacramento,2020-03-21,0,-1
21996,San Benito,2020-03-21,0,0
21997,San Bernardino,2020-03-21,2,0
21998,San Diego,2020-03-21,3,0
21999,San Francisco,2020-03-21,0,0
22000,San Joaquin,2020-03-21,1,0
22001,San Luis Obispo,2020-03-21,0,0
22002,San Mateo,2020-03-21,1,0
22003,Santa Barbara,2020-03-21,0,0
22004,Santa Clara,2020-03-21,3,2
22005,Santa Cruz,2020-03-21,0,0
22006,Shasta,2020-03-21,1,0
22007,Sierra,2020-03-21,0,0
22008,Siskiyou,2020-03-21,0,0
22009,Solano,2020-03-21,1,0
22010,Sonoma,2020-03-21,0,1
22011,Stanislaus,2020-03-21,0,0
22012,Sutter,2020-03-21,0,0
22013,Tehama,2020-03-21,0,0
22014,Trinity,2020-03-21,0,0
22015,Tulare,2020-03-21,0,0
22016,Tuolumne,2020-03-21,0,0
22018,Ventura,2020-03-21,0,0
22019,Yolo,2020-03-21,0,0
22020,Yuba,2020-03-21,0,0
22021,Alameda,2020-03-20,2,0
22022,Alpine,2020-03-20,0,0
22023,Amador,2020-03-20,0,0
22024,Butte,2020-03-20,0,0
22025,Calaveras,2020-03-20,0,0
22027,Colusa,2020-03-20,0,0
22028,Contra Costa,2020-03-20,0,1
22029,Del Norte,2020-03-20,0,0
22030,El Dorado,2020-03-20,0,0
22031,Fresno,2020-03-20,0,0
22032,Glenn,2020-03-20,0,0
22033,Humboldt,2020-03-20,0,0
22034,Imperial,2020-03-20,0,0
22035,Inyo,2020-03-20,0,0
22036,Kern,2020-03-20,0,0
22037,Kings,2020-03-20,0,0
22038,Lake,2020-03-20,0,0
22039,Lassen,2020-03-20,0,0
22040,Los Angeles,2020-03-20,15,1
22041,Madera,2020-03-20,0,0
22042,Marin,2020-03-20,0,0
22043,Mariposa,2020-03-20,0,0
22044,Mendocino,2020-03-20,0,0
22045,Merced,2020-03-20,0,0
22046,Modoc,2020-03-20,0,0
22047,Mono,2020-03-20,0,0
22048,Monterey,2020-03-20,0,0
22049,Napa,2020-03-20,0,0
22050,Nevada,2020-03-20,0,0
22051,Orange,2020-03-20,2,2
22053,Placer,2020-03-20,1,0
22054,Plumas,2020-03-20,0,0
22055,Riverside,2020-03-20,2,0
22056,Sacramento,2020-03-20,2,1
22057,San Benito,2020-03-20,0,1
22058,San Bernardino,2020-03-20,3,0
22059,San Diego,2020-03-20,2,0
22060,San Francisco,2020-03-20,0,0
22061,San Joaquin,2020-03-20,2,0
22062,San Luis Obispo,2020-03-20,0,0
22063,San Mateo,2020-03-20,3,0
22064,Santa Barbara,2020-03-20,0,0
22065,Santa Clara,2020-03-20,2,0
22066,Santa Cruz,2020-03-20,0,0
22067,Shasta,2020-03-20,0,0
22068,Sierra,2020-03-20,0,0
22069,Siskiyou,2020-03-20,0,0
22070,Solano,2020-03-20,0,0
22071,Sonoma,2020-03-20,0,0
22072,Stanislaus,2020-03-20,0,0
22073,Sutter,2020-03-20,0,0
22074,Tehama,2020-03-20,0,0
22075,Trinity,2020-03-20,0,0
22076,Tulare,2020-03-20,0,0
22077,Tuolumne,2020-03-20,0,0
22079,Ventura,2020-03-20,4,0
22080,Yolo,2020-03-20,0,0
22081,Yuba,2020-03-20,0,0
22082,Alameda,2020-03-19,0,0
22083,Alpine,2020-03-19,0,0
22084,Amador,2020-03-19,0,0
22085,Butte,2020-03-19,0,0
22086,Calaveras,2020-03-19,0,0
22088,Colusa,2020-03-19,0,0
22089,Contra Costa,2020-03-19,0,0
22090,Del Norte,2020-03-19,0,0
22091,El Dorado,2020-03-19,0,0
22092,Fresno,2020-03-19,1,0
22093,Glenn,2020-03-19,0,0
22094,Humboldt,2020-03-19,0,0
22095,Imperial,2020-03-19,0,0
22096,Inyo,2020-03-19,0,0
22097,Kern,2020-03-19,0,0
22098,Kings,2020-03-19,0,0
22099,Lake,2020-03-19,0,0
22100,Lassen,2020-03-19,0,0
22101,Los Angeles,2020-03-19,17,0
22102,Madera,2020-03-19,0,0
22103,Marin,2020-03-19,0,0
22104,Mariposa,2020-03-19,0,0
22105,Mendocino,2020-03-19,0,0
22106,Merced,2020-03-19,0,0
22107,Modoc,2020-03-19,0,0
22108,Mono,2020-03-19,0,0
22109,Monterey,2020-03-19,0,0
22110,Napa,2020-03-19,0,0
22111,Nevada,2020-03-19,0,0
22112,Orange,2020-03-19,2,0
22114,Placer,2020-03-19,0,0
22115,Plumas,2020-03-19,0,0
22116,Riverside,2020-03-19,5,1
22117,Sacramento,2020-03-19,1,0
22118,San Benito,2020-03-19,0,0
22119,San Bernardino,2020-03-19,0,0
22120,San Diego,2020-03-19,4,0
22121,San Francisco,2020-03-19,1,0
22122,San Joaquin,2020-03-19,2,0
22123,San Luis Obispo,2020-03-19,1,0
22124,San Mateo,2020-03-19,0,0
22125,Santa Barbara,2020-03-19,0,0
22126,Santa Clara,2020-03-19,2,2
22127,Santa Cruz,2020-03-19,0,0
22128,Shasta,2020-03-19,0,0
22129,Sierra,2020-03-19,0,0
22130,Siskiyou,2020-03-19,0,0
22131,Solano,2020-03-19,0,0
22132,Sonoma,2020-03-19,0,0
22133,Stanislaus,2020-03-19,1,0
22134,Sutter,2020-03-19,1,0
22135,Tehama,2020-03-19,0,0
22136,Trinity,2020-03-19,0,0
22137,Tulare,2020-03-19,0,0
22138,Tuolumne,2020-03-19,0,0
22140,Ventura,2020-03-19,0,0
22141,Yolo,2020-03-19,0,0
22142,Yuba,2020-03-19,0,0
22143,Alameda,2020-03-18,2,0
22144,Alpine,2020-03-18,0,0
22145,Amador,2020-03-18,0,0
22146,Butte,2020-03-18,0,0
22147,Calaveras,2020-03-18,0,0
22149,Colusa,2020-03-18,0,0
22150,Contra Costa,2020-03-18,1,0
22151,Del Norte,2020-03-18,0,0
22152,El Dorado,2020-03-18,0,0
22153,Fresno,2020-03-18,0,0
22154,Glenn,2020-03-18,0,0
22155,Humboldt,2020-03-18,0,0
22156,Imperial,2020-03-18,0,0
22157,Inyo,2020-03-18,0,0
22158,Kern,2020-03-18,0,0
22159,Kings,2020-03-18,0,0
22160,Lake,2020-03-18,0,0
22161,Lassen,2020-03-18,0,0
22162,Los Angeles,2020-03-18,17,0
22163,Madera,2020-03-18,1,0
22164,Marin,2020-03-18,0,0
22165,Mariposa,2020-03-18,0,0
22166,Mendocino,2020-03-18,0,0
22167,Merced,2020-03-18,0,0
22168,Modoc,2020-03-18,0,0
22169,Mono,2020-03-18,0,0
22170,Monterey,2020-03-18,0,0
22171,Napa,2020-03-18,0,0
22172,Nevada,2020-03-18,0,0
22173,Orange,2020-03-18,0,0
22175,Placer,2020-03-18,0,0
22176,Plumas,2020-03-18,0,0
22177,Riverside,2020-03-18,0,2
22178,Sacramento,2020-03-18,2,2
22179,San Benito,2020-03-18,0,0
22180,San Bernardino,2020-03-18,1,0
22181,San Diego,2020-03-18,1,0
22182,San Francisco,2020-03-18,0,0
22183,San Joaquin,2020-03-18,1,2
22184,San Luis Obispo,2020-03-18,0,0
22185,San Mateo,2020-03-18,2,0
22186,Santa Barbara,2020-03-18,0,0
22187,Santa Clara,2020-03-18,2,2
22188,Santa Cruz,2020-03-18,0,0
22189,Shasta,2020-03-18,0,0
22190,Sierra,2020-03-18,0,0
22191,Siskiyou,2020-03-18,0,0
22192,Solano,2020-03-18,0,0
22193,Sonoma,2020-03-18,0,0
22194,Stanislaus,2020-03-18,0,0
22195,Sutter,2020-03-18,0,0
22196,Tehama,2020-03-18,0,0
22197,Trinity,2020-03-18,0,0
22198,Tulare,2020-03-18,0,0
22199,Tuolumne,2020-03-18,0,0
22201,Ventura,2020-03-18,0,0
22202,Yolo,2020-03-18,0,0
22203,Yuba,2020-03-18,0,0
22204,Alameda,2020-03-17,0,0
22205,Alpine,2020-03-17,0,0
22206,Amador,2020-03-17,0,0
22207,Butte,2020-03-17,0,0
22208,Calaveras,2020-03-17,0,0
22210,Colusa,2020-03-17,0,0
22211,Contra Costa,2020-03-17,0,0
22212,Del Norte,2020-03-17,0,0
22213,El Dorado,2020-03-17,0,0
22214,Fresno,2020-03-17,0,0
22215,Glenn,2020-03-17,0,0
22216,Humboldt,2020-03-17,0,0
22217,Imperial,2020-03-17,1,0
22218,Inyo,2020-03-17,0,0
22219,Kern,2020-03-17,0,0
22220,Kings,2020-03-17,0,0
22221,Lake,2020-03-17,0,0
22222,Lassen,2020-03-17,0,0
22223,Los Angeles,2020-03-17,13,0
22224,Madera,2020-03-17,0,0
22225,Marin,2020-03-17,1,0
22226,Mariposa,2020-03-17,0,0
22227,Mendocino,2020-03-17,0,0
22228,Merced,2020-03-17,0,0
22229,Modoc,2020-03-17,0,0
22230,Mono,2020-03-17,0,0
22231,Monterey,2020-03-17,0,0
22232,Napa,2020-03-17,0,0
22233,Nevada,2020-03-17,0,0
22234,Orange,2020-03-17,3,0
22236,Placer,2020-03-17,1,0
22237,Plumas,2020-03-17,0,0
22238,Riverside,2020-03-17,0,0
22239,Sacramento,2020-03-17,0,0
22240,San Benito,2020-03-17,0,0
22241,San Bernardino,2020-03-17,1,0
22242,San Diego,2020-03-17,2,0
22243,San Francisco,2020-03-17,1,0
22244,San Joaquin,2020-03-17,0,0
22245,San Luis Obispo,2020-03-17,0,0
22246,San Mateo,2020-03-17,0,0
22247,Santa Barbara,2020-03-17,1,0
22248,Santa Clara,2020-03-17,5,2
22249,Santa Cruz,2020-03-17,0,0
22250,Shasta,2020-03-17,0,0
22251,Sierra,2020-03-17,0,0
22252,Siskiyou,2020-03-17,0,0
22253,Solano,2020-03-17,0,0
22254,Sonoma,2020-03-17,0,0
22255,Stanislaus,2020-03-17,0,0
22256,Sutter,2020-03-17,0,0
22257,Tehama,2020-03-17,0,0
22258,Trinity,2020-03-17,0,0
22259,Tulare,2020-03-17,0,0
22260,Tuolumne,2020-03-17,0,0
22262,Ventura,2020-03-17,0,0
22263,Yolo,2020-03-17,0,0
22264,Yuba,2020-03-17,0,0
22265,Alameda,2020-03-16,2,0
22266,Alpine,2020-03-16,0,0
22267,Amador,2020-03-16,0,0
22268,Butte,2020-03-16,0,0
22269,Calaveras,2020-03-16,0,0
22271,Colusa,2020-03-16,0,0
22272,Contra Costa,2020-03-16,0,0
22273,Del Norte,2020-03-16,0,0
22274,El Dorado,2020-03-16,0,0
22275,Fresno,2020-03-16,0,0
22276,Glenn,2020-03-16,0,0
22277,Humboldt,2020-03-16,0,0
22278,Imperial,2020-03-16,0,0
22279,Inyo,2020-03-16,0,0
22280,Kern,2020-03-16,0,0
22281,Kings,2020-03-16,0,0
22282,Lake,2020-03-16,0,0
22283,Lassen,2020-03-16,0,0
22284,Los Angeles,2020-03-16,12,0
22285,Madera,2020-03-16,0,0
22286,Marin,2020-03-16,0,0
22287,Mariposa,2020-03-16,0,0
22288,Mendocino,2020-03-16,0,0
22289,Merced,2020-03-16,0,0
22290,Modoc,2020-03-16,0,0
22291,Mono,2020-03-16,0,0
22292,Monterey,2020-03-16,0,0
22293,Napa,2020-03-16,0,0
22294,Nevada,2020-03-16,0,0
22295,Orange,2020-03-16,3,0
22297,Placer,2020-03-16,0,0
22298,Plumas,2020-03-16,0,0
22299,Riverside,2020-03-16,2,0
22300,Sacramento,2020-03-16,1,0
22301,San Benito,2020-03-16,0,0
22302,San Bernardino,2020-03-16,5,0
22303,San Diego,2020-03-16,2,0
22304,San Francisco,2020-03-16,1,0
22305,San Joaquin,2020-03-16,2,0
22306,San Luis Obispo,2020-03-16,0,0
22307,San Mateo,2020-03-16,3,0
22308,Santa Barbara,2020-03-16,0,0
22309,Santa Clara,2020-03-16,2,0
22310,Santa Cruz,2020-03-16,0,0
22311,Shasta,2020-03-16,0,0
22312,Sierra,2020-03-16,0,0
22313,Siskiyou,2020-03-16,0,0
22314,Solano,2020-03-16,0,0
22315,Sonoma,2020-03-16,0,0
22316,Stanislaus,2020-03-16,0,0
22317,Sutter,2020-03-16,0,0
22318,Tehama,2020-03-16,0,0
22319,Trinity,2020-03-16,0,0
22320,Tulare,2020-03-16,1,0
22321,Tuolumne,2020-03-16,0,0
22323,Ventura,2020-03-16,0,0
22324,Yolo,2020-03-16,0,0
22325,Yuba,2020-03-16,0,0
22326,Alameda,2020-03-15,2,0
22327,Alpine,2020-03-15,0,0
22328,Amador,2020-03-15,0,0
22329,Butte,2020-03-15,0,0
22330,Calaveras,2020-03-15,0,0
22332,Colusa,2020-03-15,0,0
22333,Contra Costa,2020-03-15,0,0
22334,Del Norte,2020-03-15,0,0
22335,El Dorado,2020-03-15,0,0
22336,Fresno,2020-03-15,0,0
22337,Glenn,2020-03-15,0,0
22338,Humboldt,2020-03-15,0,0
22339,Imperial,2020-03-15,0,0
22340,Inyo,2020-03-15,0,0
22341,Kern,2020-03-15,0,0
22342,Kings,2020-03-15,0,0
22343,Lake,2020-03-15,0,0
22344,Lassen,2020-03-15,0,0
22345,Los Angeles,2020-03-15,8,0
22346,Madera,2020-03-15,0,0
22347,Marin,2020-03-15,0,0
22348,Mariposa,2020-03-15,0,0
22349,Mendocino,2020-03-15,0,0
22350,Merced,2020-03-15,0,0
22351,Modoc,2020-03-15,0,0
22352,Mono,2020-03-15,0,0
22353,Monterey,2020-03-15,1,0
22354,Napa,2020-03-15,0,0
22355,Nevada,2020-03-15,0,0
22356,Orange,2020-03-15,0,0
22358,Placer,2020-03-15,1,0
22359,Plumas,2020-03-15,0,0
22360,Riverside,2020-03-15,1,0
22361,Sacramento,2020-03-15,2,0
22362,San Benito,2020-03-15,0,0
22363,San Bernardino,2020-03-15,0,0
22364,San Diego,2020-03-15,1,0
22365,San Francisco,2020-03-15,0,0
22366,San Joaquin,2020-03-15,2,0
22367,San Luis Obispo,2020-03-15,0,0
22368,San Mateo,2020-03-15,1,1
22369,Santa Barbara,2020-03-15,1,0
22370,Santa Clara,2020-03-15,3,0
22371,Santa Cruz,2020-03-15,0,0
22372,Shasta,2020-03-15,0,0
22373,Sierra,2020-03-15,0,0
22374,Siskiyou,2020-03-15,0,0
22375,Solano,2020-03-15,0,0
22376,Sonoma,2020-03-15,0,0
22377,Stanislaus,2020-03-15,1,0
22378,Sutter,2020-03-15,0,0
22379,Tehama,2020-03-15,0,0
22380,Trinity,2020-03-15,0,0
22381,Tulare,2020-03-15,0,0
22382,Tuolumne,2020-03-15,0,0
22384,Ventura,2020-03-15,0,0
22385,Yolo,2020-03-15,0,0
22386,Yuba,2020-03-15,0,0
22387,Alameda,2020-03-14,2,0
22388,Alpine,2020-03-14,0,0
22389,Amador,2020-03-14,0,0
22390,Butte,2020-03-14,0,0
22391,Calaveras,2020-03-14,0,0
22393,Colusa,2020-03-14,0,0
22394,Contra Costa,2020-03-14,0,0
22395,Del Norte,2020-03-14,0,0
22396,El Dorado,2020-03-14,0,0
22397,Fresno,2020-03-14,0,0
22398,Glenn,2020-03-14,0,0
22399,Humboldt,2020-03-14,0,0
22400,Imperial,2020-03-14,0,0
22401,Inyo,2020-03-14,0,0
22402,Kern,2020-03-14,1,0
22403,Kings,2020-03-14,0,0
22404,Lake,2020-03-14,0,0
22405,Lassen,2020-03-14,0,0
22406,Los Angeles,2020-03-14,5,0
22407,Madera,2020-03-14,0,0
22408,Marin,2020-03-14,0,0
22409,Mariposa,2020-03-14,0,0
22410,Mendocino,2020-03-14,0,0
22411,Merced,2020-03-14,0,0
22412,Modoc,2020-03-14,0,0
22413,Mono,2020-03-14,0,0
22414,Monterey,2020-03-14,0,0
22415,Napa,2020-03-14,0,0
22416,Nevada,2020-03-14,0,0
22417,Orange,2020-03-14,2,0
22419,Placer,2020-03-14,0,0
22420,Plumas,2020-03-14,0,0
22421,Riverside,2020-03-14,0,0
22422,Sacramento,2020-03-14,0,0
22423,San Benito,2020-03-14,0,0
22424,San Bernardino,2020-03-14,1,0
22425,San Diego,2020-03-14,1,0
22426,San Francisco,2020-03-14,0,0
22427,San Joaquin,2020-03-14,1,0
22428,San Luis Obispo,2020-03-14,0,0
22429,San Mateo,2020-03-14,1,0
22430,Santa Barbara,2020-03-14,0,0
22431,Santa Clara,2020-03-14,6,1
22432,Santa Cruz,2020-03-14,0,0
22433,Shasta,2020-03-14,0,0
22434,Sierra,2020-03-14,0,0
22435,Siskiyou,2020-03-14,0,0
22436,Solano,2020-03-14,0,0
22437,Sonoma,2020-03-14,0,0
22438,Stanislaus,2020-03-14,0,0
22439,Sutter,2020-03-14,0,0
22440,Tehama,2020-03-14,0,0
22441,Trinity,2020-03-14,0,0
22442,Tulare,2020-03-14,0,0
22443,Tuolumne,2020-03-14,0,0
22445,Ventura,2020-03-14,0,0
22446,Yolo,2020-03-14,0,0
22447,Yuba,2020-03-14,0,0
22448,Alameda,2020-03-13,0,0
22449,Alpine,2020-03-13,0,0
22450,Amador,2020-03-13,0,0
22451,Butte,2020-03-13,0,0
22452,Calaveras,2020-03-13,0,0
22454,Colusa,2020-03-13,0,0
22455,Contra Costa,2020-03-13,0,0
22456,Del Norte,2020-03-13,0,0
22457,El Dorado,2020-03-13,0,0
22458,Fresno,2020-03-13,0,0
22459,Glenn,2020-03-13,0,0
22460,Humboldt,2020-03-13,0,0
22461,Imperial,2020-03-13,0,0
22462,Inyo,2020-03-13,0,0
22463,Kern,2020-03-13,0,0
22464,Kings,2020-03-13,0,0
22465,Lake,2020-03-13,0,0
22466,Lassen,2020-03-13,0,0
22467,Los Angeles,2020-03-13,7,0
22468,Madera,2020-03-13,1,0
22469,Marin,2020-03-13,1,0
22470,Mariposa,2020-03-13,0,0
22471,Mendocino,2020-03-13,0,0
22472,Merced,2020-03-13,0,0
22473,Modoc,2020-03-13,0,0
22474,Mono,2020-03-13,0,0
22475,Monterey,2020-03-13,0,0
22476,Napa,2020-03-13,0,0
22477,Nevada,2020-03-13,0,0
22478,Orange,2020-03-13,2,0
22480,Placer,2020-03-13,0,0
22481,Plumas,2020-03-13,0,0
22482,Riverside,2020-03-13,0,0
22483,Sacramento,2020-03-13,1,0
22484,San Benito,2020-03-13,0,0
22485,San Bernardino,2020-03-13,1,0
22486,San Diego,2020-03-13,1,0
22487,San Francisco,2020-03-13,2,0
22488,San Joaquin,2020-03-13,1,-1
22489,San Luis Obispo,2020-03-13,0,0
22490,San Mateo,2020-03-13,4,0
22491,Santa Barbara,2020-03-13,0,0
22492,Santa Clara,2020-03-13,6,0
22493,Santa Cruz,2020-03-13,0,0
22494,Shasta,2020-03-13,0,0
22495,Sierra,2020-03-13,0,0
22496,Siskiyou,2020-03-13,0,0
22497,Solano,2020-03-13,1,0
22498,Sonoma,2020-03-13,0,0
22499,Stanislaus,2020-03-13,0,0
22500,Sutter,2020-03-13,0,0
22501,Tehama,2020-03-13,0,0
22502,Trinity,2020-03-13,0,0
22503,Tulare,2020-03-13,0,0
22504,Tuolumne,2020-03-13,0,0
22506,Ventura,2020-03-13,1,0
22507,Yolo,2020-03-13,0,0
22508,Yuba,2020-03-13,0,0
22509,Alameda,2020-03-12,2,0
22510,Alpine,2020-03-12,0,0
22511,Amador,2020-03-12,0,0
22512,Butte,2020-03-12,0,0
22513,Calaveras,2020-03-12,0,0
22515,Colusa,2020-03-12,0,0
22516,Contra Costa,2020-03-12,0,0
22517,Del Norte,2020-03-12,0,0
22518,El Dorado,2020-03-12,0,0
22519,Fresno,2020-03-12,0,0
22520,Glenn,2020-03-12,0,0
22521,Humboldt,2020-03-12,0,0
22522,Imperial,2020-03-12,0,0
22523,Inyo,2020-03-12,0,0
22524,Kern,2020-03-12,0,0
22525,Kings,2020-03-12,0,0
22526,Lake,2020-03-12,0,0
22527,Lassen,2020-03-12,0,0
22528,Los Angeles,2020-03-12,5,0
22529,Madera,2020-03-12,0,0
22530,Marin,2020-03-12,0,0
22531,Mariposa,2020-03-12,0,0
22532,Mendocino,2020-03-12,0,0
22533,Merced,2020-03-12,0,0
22534,Modoc,2020-03-12,0,0
22535,Mono,2020-03-12,0,0
22536,Monterey,2020-03-12,0,0
22537,Napa,2020-03-12,0,0
22538,Nevada,2020-03-12,0,0
22539,Orange,2020-03-12,2,0
22541,Placer,2020-03-12,0,0
22542,Plumas,2020-03-12,0,0
22543,Riverside,2020-03-12,0,0
22544,Sacramento,2020-03-12,2,0
22545,San Benito,2020-03-12,0,0
22546,San Bernardino,2020-03-12,0,0
22547,San Diego,2020-03-12,1,0
22548,San Francisco,2020-03-12,2,0
22549,San Joaquin,2020-03-12,0,1
22550,San Luis Obispo,2020-03-12,0,0
22551,San Mateo,2020-03-12,1,0
22552,Santa Barbara,2020-03-12,0,0
22553,Santa Clara,2020-03-12,1,0
22554,Santa Cruz,2020-03-12,1,0
22555,Shasta,2020-03-12,0,0
22556,Sierra,2020-03-12,0,0
22557,Siskiyou,2020-03-12,0,0
22558,Solano,2020-03-12,0,0
22559,Sonoma,2020-03-12,0,0
22560,Stanislaus,2020-03-12,0,0
22561,Sutter,2020-03-12,0,0
22562,Tehama,2020-03-12,0,0
22563,Trinity,2020-03-12,0,0
22564,Tulare,2020-03-12,0,0
22565,Tuolumne,2020-03-12,0,0
22567,Ventura,2020-03-12,0,0
22568,Yolo,2020-03-12,1,0
22569,Yuba,2020-03-12,0,0
22570,Alameda,2020-03-11,0,0
22571,Alpine,2020-03-11,0,0
22572,Amador,2020-03-11,0,0
22573,Butte,2020-03-11,0,0
22574,Calaveras,2020-03-11,0,0
22576,Colusa,2020-03-11,0,0
22577,Contra Costa,2020-03-11,0,0
22578,Del Norte,2020-03-11,0,0
22579,El Dorado,2020-03-11,0,0
22580,Fresno,2020-03-11,0,0
22581,Glenn,2020-03-11,0,0
22582,Humboldt,2020-03-11,0,0
22583,Imperial,2020-03-11,0,0
22584,Inyo,2020-03-11,0,0
22585,Kern,2020-03-11,1,0
22586,Kings,2020-03-11,0,0
22587,Lake,2020-03-11,0,0
22588,Lassen,2020-03-11,0,0
22589,Los Angeles,2020-03-11,2,0
22590,Madera,2020-03-11,0,0
22591,Marin,2020-03-11,0,0
22592,Mariposa,2020-03-11,0,0
22593,Mendocino,2020-03-11,0,0
22594,Merced,2020-03-11,0,0
22595,Modoc,2020-03-11,0,0
22596,Mono,2020-03-11,0,0
22597,Monterey,2020-03-11,0,0
22598,Napa,2020-03-11,0,0
22599,Nevada,2020-03-11,0,0
22600,Orange,2020-03-11,1,-1
22602,Placer,2020-03-11,0,0
22603,Plumas,2020-03-11,0,0
22604,Riverside,2020-03-11,2,0
22605,Sacramento,2020-03-11,0,1
22606,San Benito,2020-03-11,0,0
22607,San Bernardino,2020-03-11,0,0
22608,San Diego,2020-03-11,2,0
22609,San Francisco,2020-03-11,0,0
22610,San Joaquin,2020-03-11,1,0
22611,San Luis Obispo,2020-03-11,0,0
22612,San Mateo,2020-03-11,1,0
22613,Santa Barbara,2020-03-11,0,0
22614,Santa Clara,2020-03-11,2,0
22615,Santa Cruz,2020-03-11,0,0
22616,Shasta,2020-03-11,0,0
22617,Sierra,2020-03-11,0,0
22618,Siskiyou,2020-03-11,0,0
22619,Solano,2020-03-11,0,0
22620,Sonoma,2020-03-11,0,0
22621,Stanislaus,2020-03-11,0,0
22622,Sutter,2020-03-11,0,0
22623,Tehama,2020-03-11,0,0
22624,Trinity,2020-03-11,0,0
22625,Tulare,2020-03-11,0,0
22626,Tuolumne,2020-03-11,0,0
22628,Ventura,2020-03-11,0,0
22629,Yolo,2020-03-11,0,0
22630,Yuba,2020-03-11,0,0
22631,Alameda,2020-03-10,0,0
22632,Alpine,2020-03-10,0,0
22633,Amador,2020-03-10,0,0
22634,Butte,2020-03-10,0,0
22635,Calaveras,2020-03-10,0,0
22637,Colusa,2020-03-10,0,0
22638,Contra Costa,2020-03-10,1,0
22639,Del Norte,2020-03-10,0,0
22640,El Dorado,2020-03-10,0,0
22641,Fresno,2020-03-10,0,0
22642,Glenn,2020-03-10,0,0
22643,Humboldt,2020-03-10,0,0
22644,Imperial,2020-03-10,1,0
22645,Inyo,2020-03-10,0,0
22646,Kern,2020-03-10,0,0
22647,Kings,2020-03-10,0,0
22648,Lake,2020-03-10,0,0
22649,Lassen,2020-03-10,0,0
22650,Los Angeles,2020-03-10,2,0
22651,Madera,2020-03-10,0,0
22652,Marin,2020-03-10,0,0
22653,Mariposa,2020-03-10,0,0
22654,Mendocino,2020-03-10,0,0
22655,Merced,2020-03-10,0,0
22656,Modoc,2020-03-10,0,0
22657,Mono,2020-03-10,0,0
22658,Monterey,2020-03-10,0,0
22659,Napa,2020-03-10,0,0
22660,Nevada,2020-03-10,0,0
22661,Orange,2020-03-10,2,1
22663,Placer,2020-03-10,0,0
22664,Plumas,2020-03-10,0,0
22665,Riverside,2020-03-10,2,0
22666,Sacramento,2020-03-10,0,0
22667,San Benito,2020-03-10,0,0
22668,San Bernardino,2020-03-10,0,0
22669,San Diego,2020-03-10,0,0
22670,San Francisco,2020-03-10,0,0
22671,San Joaquin,2020-03-10,1,0
22672,San Luis Obispo,2020-03-10,0,0
22673,San Mateo,2020-03-10,0,0
22674,Santa Barbara,2020-03-10,0,0
22675,Santa Clara,2020-03-10,3,0
22676,Santa Cruz,2020-03-10,0,0
22677,Shasta,2020-03-10,0,0
22678,Sierra,2020-03-10,0,0
22679,Siskiyou,2020-03-10,0,0
22680,Solano,2020-03-10,0,0
22681,Sonoma,2020-03-10,0,0
22682,Stanislaus,2020-03-10,0,0
22683,Sutter,2020-03-10,0,0
22684,Tehama,2020-03-10,0,0
22685,Trinity,2020-03-10,0,0
22686,Tulare,2020-03-10,0,0
22687,Tuolumne,2020-03-10,0,0
22689,Ventura,2020-03-10,0,0
22690,Yolo,2020-03-10,0,0
22691,Yuba,2020-03-10,0,0
22692,Alameda,2020-03-09,1,0
22693,Alpine,2020-03-09,0,0
22694,Amador,2020-03-09,0,0
22695,Butte,2020-03-09,0,0
22696,Calaveras,2020-03-09,0,0
22698,Colusa,2020-03-09,0,0
22699,Contra Costa,2020-03-09,2,0
22700,Del Norte,2020-03-09,0,0
22701,El Dorado,2020-03-09,0,0
22702,Fresno,2020-03-09,0,0
22703,Glenn,2020-03-09,0,0
22704,Humboldt,2020-03-09,0,0
