,county,date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
514,Merced,2020-04-07,3,3,0,3,3,6
515,Napa,2020-04-07,0,5,0,3,7,5
516,Kern,2020-04-07,28,91,0,13,50,119
517,Tulare,2020-04-07,8,23,0,6,10,31
518,Riverside,2020-04-07,129,207,0,57,129,336
519,Glenn,2020-04-07,0,0,0,0,0,0
520,San Mateo,2020-04-07,63,13,0,2,35,76
521,Sonoma,2020-04-07,6,28,0,6,21,34
522,Marin,2020-04-07,6,5,0,4,12,11
523,Nevada,2020-04-07,1,4,0,2,3,5
524,Santa Barbara,2020-04-07,41,8,0,1,48,49
525,El Dorado,2020-04-07,16,2,0,3,10,18
526,San Diego,2020-04-07,203,124,0,29,189,327
527,Orange,2020-04-07,143,144,0,29,136,287
528,Mariposa,2020-04-07,0,3,0,0,0,3
529,Tuolumne,2020-04-07,0,0,0,0,0,0
530,Tehama,2020-04-07,0,1,0,0,2,1
531,Placer,2020-04-07,19,18,0,3,20,37
532,Alameda,2020-04-07,76,84,0,25,90,160
533,Shasta,2020-04-07,5,8,0,3,6,13
534,Monterey,2020-04-07,18,25,0,4,21,43
535,Lassen,2020-04-07,0,1,0,0,0,1
536,Mendocino,2020-04-07,0,2,0,0,9,2
537,Lake,2020-04-07,0,0,0,0,1,0
538,Fresno,2020-04-07,20,82,0,13,50,102
539,San Bernardino,2020-04-07,146,178,0,49,126,324
540,Del Norte,2020-04-07,0,3,0,1,2,3
541,Yolo,2020-04-07,2,3,0,1,4,5
542,San Benito,2020-04-07,3,3,0,0,0,6
543,Siskiyou,2020-04-07,0,1,0,1,5,1
544,Santa Cruz,2020-04-07,4,4,0,3,4,8
545,Butte,2020-04-07,1,14,0,5,6,15
546,Humboldt,2020-04-07,2,7,0,0,7,9
547,San Francisco,2020-04-07,88,116,0,9,57,204
548,Kings,2020-04-07,3,4,0,0,3,7
549,Contra Costa,2020-04-07,31,38,0,9,82,69
550,Modoc,2020-04-07,0,1,0,0,0,1
551,San Joaquin,2020-04-07,31,33,0,4,20,64
552,Solano,2020-04-07,14,24,0,6,31,38
553,Amador,2020-04-07,0,0,0,0,3,0
554,Los Angeles,2020-04-07,1251,1350,0,162,603,2601
555,Yuba,2020-04-07,2,25,0,5,6,27
556,Stanislaus,2020-04-07,28,40,0,9,32,68
557,San Benito,2020-04-08,2,0,0,0,1,2
558,San Diego,2020-04-08,225,103,0,24,183,328
559,Santa Cruz,2020-04-08,4,9,0,4,8,13
560,Calaveras,2020-04-08,0,2,0,0,8,2
561,Merced,2020-04-08,1,1,0,2,5,2
562,Los Angeles,2020-04-08,1331,1077,0,211,582,2408
563,Santa Clara,2020-04-08,156,34,0,6,104,190
564,Imperial,2020-04-08,16,7,0,3,3,23
565,Yolo,2020-04-08,2,7,0,2,6,9
566,Sutter,2020-04-08,0,0,0,0,0,0
567,Sonoma,2020-04-08,6,22,0,5,18,28
568,Marin,2020-04-08,5,3,0,2,17,8
569,San Joaquin,2020-04-08,32,19,0,8,18,51
570,Colusa,2020-04-08,0,0,0,0,6,0
571,Mariposa,2020-04-08,0,0,0,0,0,0
572,Sacramento,2020-04-08,76,81,0,12,73,157
573,Modoc,2020-04-08,0,0,0,0,0,0
574,Nevada,2020-04-08,2,7,0,2,6,9
575,Madera,2020-04-08,0,6,0,1,7,6
576,Monterey,2020-04-08,18,24,0,0,24,42
577,Stanislaus,2020-04-08,30,35,0,5,58,65
578,Contra Costa,2020-04-08,35,50,0,13,78,85
579,Tehama,2020-04-08,0,2,0,0,4,2
580,Santa Barbara,2020-04-08,42,18,0,1,51,60
581,San Mateo,2020-04-08,66,20,0,2,32,86
582,San Luis Obispo,2020-04-08,2,13,0,11,22,15
583,Tuolumne,2020-04-08,0,0,0,0,1,0
584,Kings,2020-04-08,2,8,0,1,1,10
585,Fresno,2020-04-08,22,63,0,8,64,85
586,Ventura,2020-04-08,18,73,0,14,31,91
587,Alameda,2020-04-08,84,69,0,18,111,153
588,Placer,2020-04-08,18,15,0,2,19,33
589,Shasta,2020-04-08,4,5,0,2,10,9
590,Inyo,2020-04-08,9,128,0,1,2,137
591,Trinity,2020-04-08,0,0,0,0,0,0
592,Yuba,2020-04-08,2,24,0,3,5,26
593,Amador,2020-04-08,0,0,0,0,1,0
594,Napa,2020-04-08,0,7,0,1,5,7
595,Orange,2020-04-08,153,181,0,34,201,334
596,Lassen,2020-04-08,0,1,0,0,0,1
597,San Bernardino,2020-04-08,132,301,0,53,144,433
598,Butte,2020-04-08,1,15,0,7,4,16
599,El Dorado,2020-04-08,16,3,0,1,10,19
600,Riverside,2020-04-08,149,145,0,41,154,294
601,Lake,2020-04-08,0,0,0,1,1,0
602,Humboldt,2020-04-08,2,3,0,0,6,5
603,Kern,2020-04-08,31,57,0,3,32,88
604,Mono,2020-04-08,19,8,0,0,2,27
605,Del Norte,2020-04-08,0,2,0,1,4,2
606,Plumas,2020-04-08,0,1,0,0,0,1
607,Mendocino,2020-04-08,0,0,0,0,7,0
608,Solano,2020-04-08,15,19,0,2,27,34
609,Tulare,2020-04-08,7,16,0,5,22,23
610,San Francisco,2020-04-08,90,116,0,17,55,206
611,Siskiyou,2020-04-08,0,3,0,1,5,3
612,Glenn,2020-04-08,0,0,0,0,0,0
613,Monterey,2020-04-09,17,26,0,0,22,43
614,Nevada,2020-04-09,2,4,0,1,4,6
615,Humboldt,2020-04-09,2,6,0,2,6,8
616,Solano,2020-04-09,14,9,0,0,33,23
617,Los Angeles,2020-04-09,1368,758,0,156,569,2126
618,Trinity,2020-04-09,0,0,0,0,0,0
619,Mariposa,2020-04-09,0,0,0,0,0,0
620,Colusa,2020-04-09,0,0,0,1,5,0
621,Kern,2020-04-09,27,35,0,9,25,62
622,Yolo,2020-04-09,2,4,0,2,11,6
623,Contra Costa,2020-04-09,37,64,0,12,73,101
624,Tuolumne,2020-04-09,0,0,0,0,5,0
625,Sonoma,2020-04-09,5,21,0,4,24,26
626,Sutter,2020-04-09,0,0,0,0,0,0
627,San Luis Obispo,2020-04-09,2,10,0,8,21,12
628,Napa,2020-04-09,0,7,0,0,10,7
629,Plumas,2020-04-09,0,1,0,0,0,1
630,Butte,2020-04-09,1,14,0,4,5,15
631,Mono,2020-04-09,18,15,0,0,2,33
632,Shasta,2020-04-09,5,7,0,1,5,12
633,Mendocino,2020-04-09,0,0,0,0,8,0
634,Fresno,2020-04-09,25,41,0,9,59,66
635,San Mateo,2020-04-09,58,14,0,2,39,72
636,Orange,2020-04-09,146,117,0,29,206,263
637,San Diego,2020-04-09,227,124,0,18,163,351
638,Santa Cruz,2020-04-09,4,14,0,5,7,18
639,Riverside,2020-04-09,201,159,0,34,133,360
640,San Joaquin,2020-04-09,29,18,0,7,16,47
641,Madera,2020-04-09,0,3,0,2,5,3
642,San Benito,2020-04-09,2,1,0,0,1,3
643,Modoc,2020-04-09,0,0,0,0,0,0
644,Glenn,2020-04-09,0,0,0,0,0,0
645,Stanislaus,2020-04-09,28,30,0,7,45,58
646,Imperial,2020-04-09,14,10,0,3,1,24
647,Merced,2020-04-09,1,7,0,2,5,8
648,Ventura,2020-04-09,18,69,0,13,29,87
649,Santa Clara,2020-04-09,158,65,0,17,87,223
650,San Bernardino,2020-04-09,136,269,0,41,143,405
651,Yuba,2020-04-09,3,18,0,4,6,21
652,Del Norte,2020-04-09,0,2,0,0,5,2
653,Marin,2020-04-09,5,7,0,1,21,12
654,Lake,2020-04-09,0,0,0,1,2,0
655,Tulare,2020-04-09,10,11,0,4,19,21
656,Kings,2020-04-09,6,6,0,0,2,12
657,Sacramento,2020-04-09,74,60,0,11,63,134
658,Lassen,2020-04-09,0,2,0,0,0,2
659,El Dorado,2020-04-09,17,3,0,1,10,20
660,Placer,2020-04-09,18,12,0,1,16,30
661,Amador,2020-04-09,0,0,0,0,3,0
662,Tehama,2020-04-09,0,1,0,1,5,1
663,Santa Barbara,2020-04-09,40,18,0,2,45,58
664,San Francisco,2020-04-09,88,64,0,13,45,152
665,Inyo,2020-04-09,9,135,0,0,3,144
666,Alameda,2020-04-09,80,76,0,18,107,156
667,Calaveras,2020-04-09,0,0,0,0,11,0
668,Siskiyou,2020-04-09,0,2,0,0,5,2
669,Solano,2020-04-10,18,9,0,3,31,27
670,Sutter,2020-04-10,0,0,0,0,0,0
671,Modoc,2020-04-10,0,0,0,0,0,0
672,Plumas,2020-04-10,0,0,0,0,0,0
673,Colusa,2020-04-10,0,0,0,0,6,0
674,Imperial,2020-04-10,14,12,0,3,1,26
675,San Joaquin,2020-04-10,26,17,0,5,20,43
676,Los Angeles,2020-04-10,1299,754,0,142,663,2053
677,Del Norte,2020-04-10,0,3,0,0,4,3
678,Sonoma,2020-04-10,4,18,0,6,32,22
679,San Luis Obispo,2020-04-10,2,3,0,3,24,5
680,Mendocino,2020-04-10,0,1,0,1,5,1
681,Lake,2020-04-10,0,1,0,0,2,1
682,Orange,2020-04-10,139,129,0,25,187,268
683,Humboldt,2020-04-10,2,10,0,3,0,12
684,Santa Cruz,2020-04-10,4,11,0,5,4,15
685,Santa Clara,2020-04-10,151,44,0,5,99,195
686,Yolo,2020-04-10,3,2,0,1,7,5
687,Fresno,2020-04-10,27,41,0,9,57,68
688,Contra Costa,2020-04-10,42,30,0,6,75,72
689,Monterey,2020-04-10,18,21,0,1,25,39
690,Trinity,2020-04-10,0,0,0,0,0,0
691,Calaveras,2020-04-10,0,0,0,0,11,0
692,El Dorado,2020-04-10,17,1,0,1,10,18
693,Marin,2020-04-10,6,26,0,1,17,32
694,Nevada,2020-04-10,3,3,0,1,6,6
695,San Mateo,2020-04-10,56,12,0,3,41,68
696,Kern,2020-04-10,33,38,0,5,45,71
697,Yuba,2020-04-10,2,8,0,0,7,10
698,Napa,2020-04-10,0,7,0,4,7,7
699,Tulare,2020-04-10,11,10,0,1,16,21
700,Alameda,2020-04-10,93,71,0,26,128,164
701,Mono,2020-04-10,0,3,0,0,2,3
702,Riverside,2020-04-10,206,141,0,34,140,347
703,Siskiyou,2020-04-10,0,0,0,0,4,0
704,Kings,2020-04-10,8,0,0,0,1,8
705,Tehama,2020-04-10,0,1,0,0,8,1
706,San Benito,2020-04-10,2,1,0,0,1,3
707,Inyo,2020-04-10,9,135,0,0,3,144
708,San Bernardino,2020-04-10,156,295,0,58,134,451
709,Ventura,2020-04-10,19,76,0,13,30,95
710,Merced,2020-04-10,0,2,0,1,4,2
711,Shasta,2020-04-10,5,7,0,1,12,12
712,Amador,2020-04-10,0,0,0,0,4,0
713,Tuolumne,2020-04-10,0,0,0,1,0,0
714,Lassen,2020-04-10,0,2,0,0,0,2
715,Butte,2020-04-10,1,15,0,5,5,16
716,Stanislaus,2020-04-10,27,17,0,3,44,44
717,Glenn,2020-04-10,0,0,0,0,0,0
718,Madera,2020-04-10,0,5,0,1,6,5
719,Placer,2020-04-10,16,11,0,3,9,27
720,San Francisco,2020-04-10,85,46,0,12,125,131
721,Mariposa,2020-04-10,0,0,0,0,0,0
722,Sacramento,2020-04-10,70,45,0,13,69,115
723,Santa Barbara,2020-04-10,42,13,0,1,43,55
724,San Diego,2020-04-10,230,124,0,14,153,354
725,Merced,2020-04-11,0,2,0,1,3,2
726,Mono,2020-04-11,0,3,0,0,2,3
727,Modoc,2020-04-11,0,0,0,0,0,0
728,Placer,2020-04-11,20,19,0,4,13,39
729,Tehama,2020-04-11,0,0,0,0,7,0
730,Mariposa,2020-04-11,0,0,0,0,0,0
731,Sonoma,2020-04-11,3,19,0,4,30,22
732,Siskiyou,2020-04-11,0,0,0,0,4,0
733,Amador,2020-04-11,0,0,0,0,4,0
734,Shasta,2020-04-11,5,3,0,0,12,8
735,Alameda,2020-04-11,87,91,0,19,121,178
736,San Bernardino,2020-04-11,153,213,0,42,117,366
737,Calaveras,2020-04-11,0,1,0,1,11,1
738,Plumas,2020-04-11,0,0,0,0,0,0
739,Sacramento,2020-04-11,67,46,0,10,80,113
740,Glenn,2020-04-11,0,0,0,0,0,0
741,Nevada,2020-04-11,3,3,0,1,5,6
742,Colusa,2020-04-11,0,0,0,0,6,0
743,Stanislaus,2020-04-11,23,19,0,4,44,42
744,Kings,2020-04-11,10,0,0,0,1,10
745,Tulare,2020-04-11,12,3,0,2,19,15
746,Santa Clara,2020-04-11,146,61,0,8,106,207
747,San Mateo,2020-04-11,54,15,0,2,42,69
748,Imperial,2020-04-11,14,11,0,3,1,25
749,Del Norte,2020-04-11,0,2,0,1,5,2
750,Yolo,2020-04-11,3,4,0,0,7,7
751,Trinity,2020-04-11,0,0,0,0,0,0
752,Butte,2020-04-11,2,4,0,1,5,6
753,Marin,2020-04-11,2,27,0,3,14,29
754,Napa,2020-04-11,0,0,0,0,5,0
755,Yuba,2020-04-11,2,2,0,0,9,4
756,Fresno,2020-04-11,28,63,0,8,52,91
757,San Benito,2020-04-11,2,2,0,0,2,4
758,Humboldt,2020-04-11,2,5,0,3,3,7
759,Solano,2020-04-11,13,16,0,4,32,29
760,Los Angeles,2020-04-11,1362,905,0,135,595,2267
761,Inyo,2020-04-11,10,140,0,0,3,150
762,San Luis Obispo,2020-04-11,2,10,0,5,23,12
763,Riverside,2020-04-11,232,127,0,26,149,359
764,Sutter,2020-04-11,0,0,0,0,0,0
765,Kern,2020-04-11,32,52,0,4,41,84
766,Madera,2020-04-11,0,5,0,2,5,5
767,Monterey,2020-04-11,18,17,0,2,24,35
768,Lassen,2020-04-11,0,4,0,0,0,4
769,Tuolumne,2020-04-11,0,2,0,0,3,2
770,Santa Barbara,2020-04-11,40,16,0,4,53,56
771,San Francisco,2020-04-11,82,51,0,13,132,133
772,San Diego,2020-04-11,239,118,0,23,140,357
773,Lake,2020-04-11,0,0,0,0,0,0
774,Mendocino,2020-04-11,0,1,0,1,9,1
775,San Joaquin,2020-04-11,23,14,0,5,28,37
776,El Dorado,2020-04-11,17,2,0,1,9,19
777,Orange,2020-04-11,144,109,0,20,219,253
778,Contra Costa,2020-04-11,39,38,0,15,75,77
779,Ventura,2020-04-11,22,58,0,11,33,80
780,Santa Cruz,2020-04-11,4,14,0,6,6,18
781,Orange,2020-04-12,138,108,0,33,190,246
782,Marin,2020-04-12,2,24,0,1,13,26
783,Riverside,2020-04-12,245,142,0,26,146,387
784,Sutter,2020-04-12,0,0,0,0,0,0
785,Tehama,2020-04-12,0,3,0,0,6,3
786,Butte,2020-04-12,2,0,0,0,15,2
787,Santa Cruz,2020-04-12,4,15,0,6,4,19
788,Sonoma,2020-04-12,3,11,0,3,25,14
789,Placer,2020-04-12,19,15,0,3,6,34
790,Yuba,2020-04-12,1,0,0,0,6,1
791,Del Norte,2020-04-12,0,2,0,0,6,2
792,Yolo,2020-04-12,4,4,0,0,3,8
793,Glenn,2020-04-12,0,0,0,0,0,0
794,Mariposa,2020-04-12,0,0,0,0,0,0
795,Napa,2020-04-12,0,0,0,0,6,0
796,Kings,2020-04-12,8,0,0,0,3,8
797,Lassen,2020-04-12,0,4,0,0,0,4
798,Siskiyou,2020-04-12,0,0,0,0,6,0
799,San Benito,2020-04-12,0,0,0,0,2,0
800,Inyo,2020-04-12,10,140,0,0,4,150
801,Colusa,2020-04-12,0,0,0,0,6,0
802,El Dorado,2020-04-12,19,1,0,0,11,20
803,Plumas,2020-04-12,0,0,0,0,0,0
804,Alameda,2020-04-12,91,101,0,21,52,192
805,Kern,2020-04-12,31,28,0,3,41,59
806,Madera,2020-04-12,0,5,0,0,5,5
807,San Diego,2020-04-12,244,108,0,19,170,352
808,Sacramento,2020-04-12,69,46,0,9,68,115
809,Fresno,2020-04-12,23,46,0,4,54,69
810,Mendocino,2020-04-12,0,0,0,0,6,0
811,San Joaquin,2020-04-12,25,21,0,6,23,46
812,Lake,2020-04-12,0,0,0,0,0,0
813,Nevada,2020-04-12,3,1,0,2,4,4
814,Tulare,2020-04-12,15,4,0,1,22,19
815,Merced,2020-04-12,0,3,0,2,2,3
816,Los Angeles,2020-04-12,1433,715,0,144,564,2148
817,Ventura,2020-04-12,21,65,0,8,36,86
818,Stanislaus,2020-04-12,19,19,0,3,7,38
819,San Bernardino,2020-04-12,157,172,0,36,108,329
820,Santa Clara,2020-04-12,145,51,0,8,102,196
821,San Francisco,2020-04-12,92,44,0,7,71,136
822,San Luis Obispo,2020-04-12,2,8,0,4,24,10
823,Shasta,2020-04-12,4,3,0,0,15,7
824,Santa Barbara,2020-04-12,42,7,0,1,53,49
825,Contra Costa,2020-04-12,46,32,0,3,64,78
826,Monterey,2020-04-12,19,13,0,4,26,32
827,San Mateo,2020-04-12,46,31,0,2,23,77
828,Tuolumne,2020-04-12,0,0,0,0,5,0
829,Amador,2020-04-12,0,0,0,0,3,0
830,Calaveras,2020-04-12,0,2,0,2,9,2
831,Humboldt,2020-04-12,2,4,0,2,3,6
832,Imperial,2020-04-12,18,13,0,1,2,31
833,Solano,2020-04-12,13,19,0,10,30,32
834,Trinity,2020-04-12,0,0,0,0,0,0
835,Modoc,2020-04-12,0,0,0,0,0,0
836,Mono,2020-04-12,0,3,0,0,2,3
837,Riverside,2020-04-13,247,122,0,30,132,369
838,San Diego,2020-04-13,243,107,0,24,171,350
839,Santa Clara,2020-04-13,151,66,0,11,87,217
840,Fresno,2020-04-13,22,57,0,8,60,79
841,Tehama,2020-04-13,0,0,0,0,6,0
842,El Dorado,2020-04-13,19,1,0,1,12,20
843,Sonoma,2020-04-13,3,14,0,3,31,17
844,Tulare,2020-04-13,14,3,0,0,18,17
845,Inyo,2020-04-13,10,150,0,2,3,160
846,Santa Barbara,2020-04-13,42,7,0,2,59,49
847,Calaveras,2020-04-13,0,1,0,1,10,1
848,Contra Costa,2020-04-13,44,44,0,5,69,88
849,Kings,2020-04-13,0,1,0,1,0,1
850,Monterey,2020-04-13,22,19,0,2,21,41
851,Kern,2020-04-13,39,32,0,1,49,71
852,Amador,2020-04-13,0,0,0,0,3,0
853,Alameda,2020-04-13,85,81,0,21,58,166
854,Placer,2020-04-13,18,9,0,3,10,27
855,Sacramento,2020-04-13,73,36,0,7,65,109
856,Lake,2020-04-13,0,2,0,1,3,2
857,Solano,2020-04-13,13,13,0,5,27,26
858,Orange,2020-04-13,149,81,0,17,205,230
859,San Luis Obispo,2020-04-13,2,5,0,2,20,7
860,Madera,2020-04-13,0,4,0,1,8,4
861,San Benito,2020-04-13,1,1,0,0,2,2
862,Tuolumne,2020-04-13,0,0,0,0,6,0
863,Los Angeles,2020-04-13,1501,793,0,150,632,2294
864,Modoc,2020-04-13,0,0,0,0,0,0
865,Ventura,2020-04-13,21,56,0,9,35,77
866,Lassen,2020-04-13,0,4,0,0,0,4
867,Siskiyou,2020-04-13,0,2,0,2,3,2
868,Humboldt,2020-04-13,2,8,0,1,10,10
869,San Francisco,2020-04-13,89,48,0,9,61,137
870,Mariposa,2020-04-13,0,3,0,0,0,3
871,Imperial,2020-04-13,19,8,0,1,6,27
872,San Mateo,2020-04-13,57,19,0,4,26,76
873,Butte,2020-04-13,1,8,0,7,3,9
874,Nevada,2020-04-13,2,2,0,2,5,4
875,Marin,2020-04-13,2,20,0,1,12,22
876,San Bernardino,2020-04-13,167,155,0,24,135,322
877,Yuba,2020-04-13,1,2,0,0,8,3
878,Glenn,2020-04-13,0,0,0,0,0,0
879,Mendocino,2020-04-13,7,1,0,0,6,8
880,Del Norte,2020-04-13,0,1,0,1,3,1
881,San Joaquin,2020-04-13,26,16,0,8,14,42
882,Sutter,2020-04-13,0,0,0,0,0,0
883,Colusa,2020-04-13,0,0,0,0,6,0
884,Yolo,2020-04-13,4,0,0,0,14,4
885,Shasta,2020-04-13,3,0,0,0,6,3
886,Napa,2020-04-13,0,1,0,0,9,1
887,Santa Cruz,2020-04-13,4,8,0,2,1,12
888,Merced,2020-04-13,0,4,0,1,5,4
889,Stanislaus,2020-04-13,21,22,0,5,45,43
890,Plumas,2020-04-13,0,1,0,0,0,1
891,Mono,2020-04-13,0,1,0,0,2,1
892,Trinity,2020-04-13,0,0,0,0,0,0
893,Sacramento,2020-04-14,70,46,0,8,59,116
894,Fresno,2020-04-14,24,45,0,8,42,69
895,Shasta,2020-04-14,1,4,0,2,9,5
896,Inyo,2020-04-14,10,156,0,1,5,166
897,Imperial,2020-04-14,19,14,0,3,3,33
898,Yuba,2020-04-14,1,1,0,1,7,2
899,Plumas,2020-04-14,0,1,0,0,0,1
900,Contra Costa,2020-04-14,37,51,0,9,61,88
901,Tuolumne,2020-04-14,0,0,0,0,1,0
902,Madera,2020-04-14,0,4,0,2,7,4
903,Lassen,2020-04-14,0,6,0,0,0,6
904,Yolo,2020-04-14,3,0,0,0,12,3
905,Santa Cruz,2020-04-14,4,4,0,0,3,8
906,Mariposa,2020-04-14,0,3,0,0,0,3
907,San Joaquin,2020-04-14,22,10,0,1,12,32
908,Siskiyou,2020-04-14,0,0,0,0,2,0
909,Marin,2020-04-14,2,23,0,3,9,25
910,Kern,2020-04-14,35,23,0,3,45,58
911,Glenn,2020-04-14,0,0,0,0,0,0
912,Nevada,2020-04-14,3,4,0,1,7,7
913,Santa Clara,2020-04-14,144,47,0,5,104,191
914,Amador,2020-04-14,0,0,0,0,4,0
915,Del Norte,2020-04-14,0,5,0,4,4,5
916,Calaveras,2020-04-14,0,1,0,0,12,1
917,San Luis Obispo,2020-04-14,3,15,0,6,18,18
918,Kings,2020-04-14,8,0,0,0,2,8
919,Sonoma,2020-04-14,3,9,0,3,23,12
920,Placer,2020-04-14,17,15,0,4,9,32
921,Sutter,2020-04-14,0,0,0,0,0,0
922,Ventura,2020-04-14,24,35,0,7,43,59
923,San Benito,2020-04-14,1,1,0,0,2,2
924,Mendocino,2020-04-14,0,0,0,0,6,0
925,San Bernardino,2020-04-14,166,149,0,43,117,315
926,Humboldt,2020-04-14,2,7,0,0,10,9
927,Merced,2020-04-14,0,4,0,2,4,4
928,Stanislaus,2020-04-14,18,25,0,7,50,43
929,Colusa,2020-04-14,0,0,0,0,6,0
930,Tulare,2020-04-14,15,5,0,0,18,20
931,Butte,2020-04-14,1,6,0,6,4,7
932,Mono,2020-04-14,0,1,0,0,2,1
933,San Mateo,2020-04-14,55,12,0,4,25,67
934,Lake,2020-04-14,0,3,0,0,3,3
935,Monterey,2020-04-14,18,13,0,0,25,31
936,Trinity,2020-04-14,0,0,0,0,0,0
937,Riverside,2020-04-14,235,117,0,36,141,352
938,Orange,2020-04-14,147,111,0,31,259,258
939,Los Angeles,2020-04-14,1587,613,0,115,614,2200
940,Santa Barbara,2020-04-14,42,8,0,1,64,50
941,Solano,2020-04-14,12,25,0,4,27,37
942,San Diego,2020-04-14,243,109,0,22,162,352
943,Alameda,2020-04-14,92,106,0,21,61,198
944,Napa,2020-04-14,0,0,0,0,8,0
945,El Dorado,2020-04-14,20,3,0,0,12,23
946,Modoc,2020-04-14,0,1,0,0,0,1
947,San Francisco,2020-04-14,87,53,0,5,69,140
948,Tehama,2020-04-14,0,0,0,0,4,0
949,Mendocino,2020-04-15,0,0,0,0,8,0
950,Los Angeles,2020-04-15,1624,632,0,139,566,2256
951,Kings,2020-04-15,8,0,0,0,3,8
952,San Diego,2020-04-15,236,112,0,23,148,348
953,San Mateo,2020-04-15,53,18,0,4,27,71
954,Tehama,2020-04-15,0,0,0,0,7,0
955,Contra Costa,2020-04-15,38,41,0,8,76,79
956,Mariposa,2020-04-15,0,4,0,0,0,4
957,Sutter,2020-04-15,0,0,0,0,0,0
958,San Joaquin,2020-04-15,21,21,0,3,27,42
959,Modoc,2020-04-15,0,0,0,0,0,0
960,San Bernardino,2020-04-15,149,109,0,39,61,258
961,Fresno,2020-04-15,25,33,0,2,44,58
962,Napa,2020-04-15,0,0,0,0,8,0
963,Riverside,2020-04-15,207,155,0,29,112,362
964,Marin,2020-04-15,4,10,0,4,11,14
965,Siskiyou,2020-04-15,2,0,0,2,3,2
966,Placer,2020-04-15,13,11,0,4,12,24
967,Solano,2020-04-15,9,14,0,4,30,23
968,Stanislaus,2020-04-15,19,17,0,4,33,36
969,El Dorado,2020-04-15,0,5,0,1,12,5
970,Shasta,2020-04-15,1,1,0,0,13,2
971,Calaveras,2020-04-15,0,0,0,0,10,0
972,Lake,2020-04-15,3,3,0,2,1,6
973,Humboldt,2020-04-15,2,5,0,0,11,7
974,Plumas,2020-04-15,0,0,0,0,0,0
975,Del Norte,2020-04-15,0,0,0,1,4,0
976,Glenn,2020-04-15,0,0,0,0,0,0
977,Sacramento,2020-04-15,66,60,0,14,55,126
978,Kern,2020-04-15,40,12,0,1,47,52
979,Santa Cruz,2020-04-15,4,2,0,2,5,6
980,Inyo,2020-04-15,15,163,0,0,6,178
981,San Francisco,2020-04-15,87,84,0,7,76,171
982,Monterey,2020-04-15,20,11,0,1,22,31
983,Alameda,2020-04-15,81,99,0,11,70,180
984,Sonoma,2020-04-15,3,13,0,7,25,16
985,Butte,2020-04-15,1,5,0,2,6,6
986,Mono,2020-04-15,0,0,0,0,2,0
987,San Luis Obispo,2020-04-15,2,6,0,4,28,8
988,Yuba,2020-04-15,0,2,0,2,8,2
989,San Benito,2020-04-15,1,0,0,0,4,1
990,Madera,2020-04-15,1,6,0,1,6,7
991,Lassen,2020-04-15,0,6,0,0,0,6
992,Imperial,2020-04-15,21,13,0,4,2,34
993,Colusa,2020-04-15,0,0,0,0,6,0
994,Ventura,2020-04-15,25,57,0,16,37,82
995,Tulare,2020-04-15,18,3,0,0,22,21
996,Santa Clara,2020-04-15,144,42,0,6,92,186
997,Trinity,2020-04-15,0,0,0,0,0,0
998,Nevada,2020-04-15,3,4,0,1,2,7
999,Merced,2020-04-15,0,0,0,0,5,0
1000,Amador,2020-04-15,0,0,0,0,2,0
1001,Yolo,2020-04-15,2,1,0,0,14,3
1002,Tuolumne,2020-04-15,0,0,0,0,3,0
1003,Orange,2020-04-15,156,103,0,27,235,259
1004,Santa Barbara,2020-04-15,37,7,0,2,61,44
1005,Sacramento,2020-04-16,64,54,0,13,43,118
1006,Siskiyou,2020-04-16,0,2,0,1,4,2
1007,Tehama,2020-04-16,0,1,0,0,5,1
1008,San Mateo,2020-04-16,54,18,0,3,26,72
1009,Monterey,2020-04-16,20,22,0,0,23,42
1010,Santa Cruz,2020-04-16,4,3,0,1,7,7
1011,Sonoma,2020-04-16,3,10,0,3,28,13
1012,Del Norte,2020-04-16,0,3,0,0,2,3
1013,Napa,2020-04-16,0,0,0,0,2,0
1014,Tuolumne,2020-04-16,0,0,0,0,2,0
1015,Humboldt,2020-04-16,1,5,0,2,-1,6
1016,Nevada,2020-04-16,3,3,0,2,2,6
1017,Imperial,2020-04-16,21,7,0,1,3,28
1018,Lake,2020-04-16,1,0,0,0,1,1
1019,Colusa,2020-04-16,0,1,0,1,5,1
1020,Mariposa,2020-04-16,0,1,0,0,0,1
1021,Solano,2020-04-16,9,15,0,4,28,24
1022,Ventura,2020-04-16,24,52,0,10,38,76
1023,Butte,2020-04-16,1,10,0,3,8,11
1024,Glenn,2020-04-16,0,0,0,0,0,0
1025,Santa Clara,2020-04-16,134,48,0,8,89,182
1026,Marin,2020-04-16,5,7,0,1,15,12
1027,Amador,2020-04-16,0,0,0,0,5,0
1028,Mono,2020-04-16,0,0,0,0,2,0
1029,Sutter,2020-04-16,0,0,0,0,0,0
1030,Merced,2020-04-16,1,1,0,0,7,2
1031,Mendocino,2020-04-16,0,0,0,0,8,0
1032,Orange,2020-04-16,152,117,0,25,258,269
1033,Shasta,2020-04-16,1,0,0,0,14,1
1034,Riverside,2020-04-16,216,150,0,34,123,366
1035,Inyo,2020-04-16,0,3,0,1,5,3
1036,Tulare,2020-04-16,22,5,0,1,17,27
1037,San Benito,2020-04-16,1,0,0,0,2,1
1038,San Francisco,2020-04-16,84,35,0,9,64,119
