county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
San Joaquin,4/8/2020,32,19,,,11,8,18
Colusa,4/8/2020,0,0,,,0,0,6
Mariposa,4/8/2020,0,0,,,0,0,
Sacramento,4/8/2020,76,81,,,28,12,73
Modoc,4/8/2020,0,0,,,0,0,
Nevada,4/8/2020,2,7,,,2,2,6
Madera,4/8/2020,0,6,,,0,1,7
Monterey,4/8/2020,18,24,,,5,0,24
Stanislaus,4/8/2020,30,35,,,11,5,58
Contra Costa,4/8/2020,35,50,,,18,13,78
Tehama,4/8/2020,0,2,,,0,0,4
Santa Barbara,4/8/2020,42,18,,,19,1,51
San Mateo,4/8/2020,66,20,,,25,2,32
San Luis Obispo,4/8/2020,2,13,,,2,11,22
Tuolumne,4/8/2020,0,0,,,0,0,1
Kings,4/8/2020,2,8,,,1,1,1
Fresno,4/8/2020,22,63,,,10,8,64
Ventura,4/8/2020,18,73,,,9,14,31
Alameda,4/8/2020,84,69,,,45,18,111
Placer,4/8/2020,18,15,,,10,2,19
Shasta,4/8/2020,4,5,,,2,2,10
Inyo,4/8/2020,9,128,,,1,1,2
Trinity,4/8/2020,0,0,,,0,0,
Yuba,4/8/2020,2,24,,,1,3,5
Amador,4/8/2020,0,0,,,0,0,1
Napa,4/8/2020,0,7,,,0,1,5
Orange,4/8/2020,153,181,,,49,34,201
Lassen,4/8/2020,0,1,,,0,0,
San Bernardino,4/8/2020,132,301,,,51,53,144
Butte,4/8/2020,1,15,,,1,7,4
El Dorado,4/8/2020,16,3,,,0,1,10
Riverside,4/8/2020,149,145,,,56,41,154
Lake,4/8/2020,0,0,,,0,1,1
Humboldt,4/8/2020,2,3,,,0,0,6
Kern,4/8/2020,31,57,,,16,3,32
Mono,4/8/2020,19,8,,,0,0,2
Del Norte,4/8/2020,0,2,,,0,1,4
Plumas,4/8/2020,0,1,,,0,0,
Mendocino,4/8/2020,0,0,,,0,0,7
Solano,4/8/2020,15,19,,,8,2,27
Tulare,4/8/2020,7,16,,,2,5,22
San Francisco,4/8/2020,90,116,,,36,17,55
Siskiyou,4/8/2020,0,3,,,0,1,5
Glenn,4/8/2020,0,0,,,0,0,
Monterey,4/9/2020,17,26,,,5,0,22
Nevada,4/9/2020,2,4,,,2,1,4
Humboldt,4/9/2020,2,6,,,0,2,6
Solano,4/9/2020,14,9,,,8,0,33
Los Angeles,4/9/2020,1368,758,,,541,156,569
Trinity,4/9/2020,0,0,,,0,0,
Mariposa,4/9/2020,0,0,,,0,0,
Colusa,4/9/2020,0,0,,,0,1,5
Kern,4/9/2020,27,35,,,16,9,25
Yolo,4/9/2020,2,4,,,1,2,11
Contra Costa,4/9/2020,37,64,,,18,12,73
Tuolumne,4/9/2020,0,0,,,0,0,5
Sonoma,4/9/2020,5,21,,,2,4,24
Sutter,4/9/2020,0,0,,,,,
San Luis Obispo,4/9/2020,2,10,,,2,8,21
Napa,4/9/2020,0,7,,,0,0,10
Plumas,4/9/2020,0,1,,,0,0,
Butte,4/9/2020,1,14,,,1,4,5
Mono,4/9/2020,18,15,,,0,0,2
Shasta,4/9/2020,5,7,,,2,1,5
Mendocino,4/9/2020,0,0,,,0,0,8
Fresno,4/9/2020,25,41,,,10,9,59
San Mateo,4/9/2020,58,14,,,18,2,39
Orange,4/9/2020,146,117,,,45,29,206
San Diego,4/9/2020,227,124,,,98,18,163
Santa Cruz,4/9/2020,4,14,,,2,5,7
Riverside,4/9/2020,201,159,,,59,34,133
San Joaquin,4/9/2020,29,18,,,12,7,16
Madera,4/9/2020,0,3,,,0,2,5
San Benito,4/9/2020,2,1,,,1,0,1
Modoc,4/9/2020,0,0,,,0,0,
Glenn,4/9/2020,0,0,,,0,0,
Stanislaus,4/9/2020,28,30,,,11,7,45
Imperial,4/9/2020,14,10,,,7,3,1
Merced,4/9/2020,1,7,,,0,2,5
Ventura,4/9/2020,18,69,,,8,13,29
Santa Clara,4/9/2020,158,65,,,70,17,87
San Bernardino,4/9/2020,136,269,,,56,41,143
Yuba,4/9/2020,3,18,,,2,4,6
Del Norte,4/9/2020,0,2,,,0,0,5
Marin,4/9/2020,5,7,,,2,1,21
Lake,4/9/2020,0,0,,,0,1,2
Tulare,4/9/2020,10,11,,,5,4,19
Kings,4/9/2020,6,6,,,3,0,2
Sacramento,4/9/2020,74,60,,,31,11,63
Lassen,4/9/2020,0,2,,,0,0,
El Dorado,4/9/2020,17,3,,,0,1,10
Placer,4/9/2020,18,12,,,9,1,16
Amador,4/9/2020,0,0,,,0,0,3
Tehama,4/9/2020,0,1,,,0,1,5
Santa Barbara,4/9/2020,40,18,,,20,2,45
San Francisco,4/9/2020,88,64,,,33,13,45
Inyo,4/9/2020,9,135,,,1,0,3
Alameda,4/9/2020,80,76,,,44,18,107
Calaveras,4/9/2020,0,0,,,0,0,11
Siskiyou,4/9/2020,0,2,,,0,0,5
Solano,4/10/2020,18,9,,,9,3,31
Sutter,4/10/2020,0,0,,,,,
Modoc,4/10/2020,0,0,,,0,0,
Plumas,4/10/2020,0,0,,,0,0,
Colusa,4/10/2020,0,0,,,0,0,6
Imperial,4/10/2020,14,12,,,8,3,1
San Joaquin,4/10/2020,26,17,,,14,5,20
Los Angeles,4/10/2020,1299,754,,,514,142,663
Del Norte,4/10/2020,0,3,,,0,0,4
Sonoma,4/10/2020,4,18,,,1,6,32
San Luis Obispo,4/10/2020,2,3,,,2,3,24
Mendocino,4/10/2020,0,1,,,0,1,5
Lake,4/10/2020,0,1,,,0,0,2
Orange,4/10/2020,139,129,,,69,25,187
Humboldt,4/10/2020,2,10,,,0,3,0
Santa Cruz,4/10/2020,4,11,,,3,5,4
Santa Clara,4/10/2020,151,44,,,67,5,99
Yolo,4/10/2020,3,2,,,1,1,7
Fresno,4/10/2020,27,41,,,11,9,57
Contra Costa,4/10/2020,42,30,,,17,6,75
Monterey,4/10/2020,18,21,,,5,1,25
Trinity,4/10/2020,0,0,,,0,0,
Calaveras,4/10/2020,0,0,,,0,0,11
El Dorado,4/10/2020,17,1,,,0,1,10
Marin,4/10/2020,6,26,,,1,1,17
Nevada,4/10/2020,3,3,,,2,1,6
San Mateo,4/10/2020,56,12,,,18,3,41
Kern,4/10/2020,33,38,,,15,5,45
Yuba,4/10/2020,2,8,,,1,0,7
Napa,4/10/2020,0,7,,,0,4,7
Tulare,4/10/2020,11,10,,,6,1,16
Alameda,4/10/2020,93,71,,,45,26,128
Mono,4/10/2020,0,3,,,0,0,2
Riverside,4/10/2020,206,141,,,57,34,140
Siskiyou,4/10/2020,0,0,,,0,0,4
Kings,4/10/2020,8,0,,,3,0,1
Tehama,4/10/2020,0,1,,,0,0,8
San Benito,4/10/2020,2,1,,,1,0,1
Inyo,4/10/2020,9,135,,,1,0,3
San Bernardino,4/10/2020,156,295,,,66,58,134
Ventura,4/10/2020,19,76,,,8,13,30
Merced,4/10/2020,0,2,,,0,1,4
Shasta,4/10/2020,5,7,,,2,1,12
Amador,4/10/2020,0,0,,,0,0,4
Tuolumne,4/10/2020,0,0,,,0,1,0
Lassen,4/10/2020,0,2,,,0,0,
Butte,4/10/2020,1,15,,,1,5,5
Stanislaus,4/10/2020,27,17,,,11,3,44
Glenn,4/10/2020,0,0,,,0,0,
Madera,4/10/2020,0,5,,,0,1,6
Placer,4/10/2020,16,11,,,9,3,9
San Francisco,4/10/2020,85,46,,,32,12,125
Mariposa,4/10/2020,0,0,,,0,0,
Sacramento,4/10/2020,70,45,,,30,13,69
Santa Barbara,4/10/2020,42,13,,,19,1,43
San Diego,4/10/2020,230,124,,,96,14,153
Merced,4/11/2020,0,2,,,0,1,3
Mono,4/11/2020,0,3,,,0,0,2
Modoc,4/11/2020,0,0,,,0,0,
Placer,4/11/2020,20,19,,,7,4,13
Tehama,4/11/2020,0,0,,,0,0,7
Mariposa,4/11/2020,0,0,,,0,0,
Sonoma,4/11/2020,3,19,,,1,4,30
Siskiyou,4/11/2020,0,0,,,0,0,4
Amador,4/11/2020,0,0,,,0,0,4
Shasta,4/11/2020,5,3,,,2,0,12
Alameda,4/11/2020,87,91,,,46,19,121
San Bernardino,4/11/2020,153,213,,,57,42,117
Calaveras,4/11/2020,0,1,,,0,1,11
Plumas,4/11/2020,0,0,,,0,0,
Sacramento,4/11/2020,67,46,,,29,10,80
Glenn,4/11/2020,0,0,,,0,0,
Nevada,4/11/2020,3,3,,,2,1,5
Colusa,4/11/2020,0,0,,,0,0,6
Stanislaus,4/11/2020,23,19,,,8,4,44
Kings,4/11/2020,10,0,,,4,0,1
Tulare,4/11/2020,12,3,,,4,2,19
Santa Clara,4/11/2020,146,61,,,66,8,106
San Mateo,4/11/2020,54,15,,,18,2,42
Imperial,4/11/2020,14,11,,,7,3,1
Del Norte,4/11/2020,0,2,,,0,1,5
Yolo,4/11/2020,3,4,,,1,0,7
Trinity,4/11/2020,0,0,,,0,0,
Butte,4/11/2020,2,4,,,1,1,5
Marin,4/11/2020,2,27,,,1,3,14
Napa,4/11/2020,0,0,,,0,0,5
Yuba,4/11/2020,2,2,,,2,0,9
Fresno,4/11/2020,28,63,,,11,8,52
San Benito,4/11/2020,2,2,,,0,0,2
Humboldt,4/11/2020,2,5,,,0,3,3
Solano,4/11/2020,13,16,,,9,4,32
Los Angeles,4/11/2020,1362,905,,,555,135,595
Inyo,4/11/2020,10,140,,,1,0,3
San Luis Obispo,4/11/2020,2,10,,,2,5,23
Riverside,4/11/2020,232,127,,,57,26,149
Sutter,4/11/2020,0,0,,,,,
Kern,4/11/2020,32,52,,,17,4,41
Madera,4/11/2020,0,5,,,0,2,5
Monterey,4/11/2020,18,17,,,5,2,24
Lassen,4/11/2020,0,4,,,0,0,
Tuolumne,4/11/2020,0,2,,,0,0,3
Santa Barbara,4/11/2020,40,16,,,21,4,53
San Francisco,4/11/2020,82,51,,,28,13,132
San Diego,4/11/2020,239,118,,,98,23,140
Lake,4/11/2020,0,0,,,0,0,0
Mendocino,4/11/2020,0,1,,,0,1,9
San Joaquin,4/11/2020,23,14,,,14,5,28
El Dorado,4/11/2020,17,2,,,0,1,9
Orange,4/11/2020,144,109,,,44,20,219
Contra Costa,4/11/2020,39,38,,,15,15,75
Ventura,4/11/2020,22,58,,,9,11,33
Santa Cruz,4/11/2020,4,14,,,3,6,6
Orange,4/12/2020,138,108,,,63,33,190
Marin,4/12/2020,2,24,,,1,1,13
Riverside,4/12/2020,245,142,,,69,26,146
Sutter,4/12/2020,0,0,,,,,
Tehama,4/12/2020,0,3,,,0,0,6
Butte,4/12/2020,2,0,,,2,0,15
Santa Cruz,4/12/2020,4,15,,,3,6,4
Sonoma,4/12/2020,3,11,,,1,3,25
Placer,4/12/2020,19,15,,,6,3,6
Yuba,4/12/2020,1,0,,,1,0,6
Del Norte,4/12/2020,0,2,,,0,0,6
Yolo,4/12/2020,4,4,,,2,0,3
Glenn,4/12/2020,0,0,,,0,0,
Mariposa,4/12/2020,0,0,,,0,0,
Napa,4/12/2020,0,0,,,0,0,6
Kings,4/12/2020,8,0,,,3,0,3
Lassen,4/12/2020,0,4,,,0,0,
Siskiyou,4/12/2020,0,0,,,0,0,6
San Benito,4/12/2020,0,0,,,0,0,2
Inyo,4/12/2020,10,140,,,1,0,4
Colusa,4/12/2020,0,0,,,0,0,6
El Dorado,4/12/2020,19,1,,,0,0,11
Plumas,4/12/2020,0,0,,,0,0,
Alameda,4/12/2020,91,101,,,42,21,52
Kern,4/12/2020,31,28,,,18,3,41
Madera,4/12/2020,0,5,,,0,0,5
San Diego,4/12/2020,244,108,,,99,19,170
Sacramento,4/12/2020,69,46,,,28,9,68
Fresno,4/12/2020,23,46,,,11,4,54
Mendocino,4/12/2020,0,0,,,0,0,6
San Joaquin,4/12/2020,25,21,,,10,6,23
Lake,4/12/2020,0,0,,,0,0,0
Nevada,4/12/2020,3,1,,,2,2,4
Tulare,4/12/2020,15,4,,,6,1,22
Merced,4/12/2020,0,3,,,0,2,2
Los Angeles,4/12/2020,1433,715,,,559,144,564
Ventura,4/12/2020,21,65,,,8,8,36
Stanislaus,4/12/2020,19,19,,,8,3,7
San Bernardino,4/12/2020,157,172,,,63,36,108
Santa Clara,4/12/2020,145,51,,,66,8,102
San Francisco,4/12/2020,92,44,,,30,7,71
San Luis Obispo,4/12/2020,2,8,,,2,4,24
Shasta,4/12/2020,4,3,,,2,0,15
Santa Barbara,4/12/2020,42,7,,,21,1,53
Contra Costa,4/12/2020,46,32,,,16,3,64
Monterey,4/12/2020,19,13,,,4,4,26
San Mateo,4/12/2020,46,31,,,16,2,23
Tuolumne,4/12/2020,0,0,,,0,0,5
Amador,4/12/2020,0,0,,,0,0,3
Calaveras,4/12/2020,0,2,,,0,2,9
Humboldt,4/12/2020,2,4,,,0,2,3
Imperial,4/12/2020,18,13,,,8,1,2
Solano,4/12/2020,13,19,,,7,10,30
Trinity,4/12/2020,0,0,,,0,0,
Modoc,4/12/2020,0,0,,,0,0,
Mono,4/12/2020,0,3,,,0,0,2
Riverside,4/13/2020,247,122,,,66,30,132
San Diego,4/13/2020,243,107,,,101,24,171
Santa Clara,4/13/2020,151,66,,,65,11,87
Fresno,4/13/2020,22,57,,,12,8,60
Tehama,4/13/2020,0,0,,,0,0,6
El Dorado,4/13/2020,19,1,,,0,1,12
Sonoma,4/13/2020,3,14,,,1,3,31
Tulare,4/13/2020,14,3,,,6,0,18
Inyo,4/13/2020,10,150,,,1,2,3
Santa Barbara,4/13/2020,42,7,,,21,2,59
Calaveras,4/13/2020,0,1,,,0,1,10
Contra Costa,4/13/2020,44,44,,,16,5,69
Kings,4/13/2020,0,1,,,0,1,0
Monterey,4/13/2020,22,19,,,4,2,21
Kern,4/13/2020,39,32,,,18,1,49
Amador,4/13/2020,0,0,,,0,0,3
Alameda,4/13/2020,85,81,,,40,21,58
Placer,4/13/2020,18,9,,,5,3,10
Sacramento,4/13/2020,73,36,,,28,7,65
Lake,4/13/2020,0,2,,,0,1,3
Solano,4/13/2020,13,13,,,7,5,27
Orange,4/13/2020,149,81,,,54,17,205
San Luis Obispo,4/13/2020,2,5,,,2,2,20
Madera,4/13/2020,0,4,,,0,1,8
San Benito,4/13/2020,1,1,,,0,0,2
Tuolumne,4/13/2020,0,0,,,0,0,6
Los Angeles,4/13/2020,1501,793,,,570,150,632
Modoc,4/13/2020,0,0,,,0,0,
Ventura,4/13/2020,21,56,,,9,9,35
Lassen,4/13/2020,0,4,,,0,0,
Siskiyou,4/13/2020,0,2,,,0,2,3
Humboldt,4/13/2020,2,8,,,0,1,10
San Francisco,4/13/2020,89,48,,,30,9,61
Mariposa,4/13/2020,0,3,,,0,0,
Imperial,4/13/2020,19,8,,,7,1,6
San Mateo,4/13/2020,57,19,,,18,4,26
Butte,4/13/2020,1,8,,,1,7,3
Nevada,4/13/2020,2,2,,,2,2,5
Marin,4/13/2020,2,20,,,2,1,12
San Bernardino,4/13/2020,167,155,,,60,24,135
Yuba,4/13/2020,1,2,,,0,0,8
Glenn,4/13/2020,0,0,,,0,0,
Mendocino,4/13/2020,7,1,,,3,0,6
Del Norte,4/13/2020,0,1,,,0,1,3
San Joaquin,4/13/2020,26,16,,,12,8,14
Sutter,4/13/2020,0,0,,,,,
Colusa,4/13/2020,0,0,,,0,0,6
Yolo,4/13/2020,4,0,,,2,0,14
Shasta,4/13/2020,3,0,,,2,0,6
Napa,4/13/2020,0,1,,,0,0,9
Santa Cruz,4/13/2020,4,8,,,3,2,1
Merced,4/13/2020,0,4,,,0,1,5
Stanislaus,4/13/2020,21,22,,,9,5,45
Plumas,4/13/2020,0,1,,,0,0,
Mono,4/13/2020,0,1,,,0,0,2
Trinity,4/13/2020,0,0,,,0,0,
Sacramento,4/14/2020,70,46,,,24,8,59
Fresno,4/14/2020,24,45,,,12,8,42
Shasta,4/14/2020,1,4,,,1,2,9
Inyo,4/14/2020,10,156,,,0,1,5
Imperial,4/14/2020,19,14,,,6,3,3
Yuba,4/14/2020,1,1,,,0,1,7
Plumas,4/14/2020,0,1,,,0,0,
Contra Costa,4/14/2020,37,51,,,15,9,61
Tuolumne,4/14/2020,0,0,,,0,0,1
Madera,4/14/2020,0,4,,,0,2,7
Lassen,4/14/2020,0,6,,,0,0,
Yolo,4/14/2020,3,0,,,2,0,12
Santa Cruz,4/14/2020,4,4,,,3,0,3
Mariposa,4/14/2020,0,3,,,0,0,
San Joaquin,4/14/2020,22,10,,,12,1,12
Siskiyou,4/14/2020,0,0,,,0,0,2
Marin,4/14/2020,2,23,,,2,3,9
Kern,4/14/2020,35,23,,,17,3,45
Glenn,4/14/2020,0,0,,,0,0,
Nevada,4/14/2020,3,4,,,2,1,7
Santa Clara,4/14/2020,144,47,,,66,5,104
Amador,4/14/2020,0,0,,,0,0,4
Del Norte,4/14/2020,0,5,,,0,4,4
Calaveras,4/14/2020,0,1,,,0,0,12
San Luis Obispo,4/14/2020,3,15,,,2,6,18
Kings,4/14/2020,8,0,,,2,0,2
Sonoma,4/14/2020,3,9,,,1,3,23
Placer,4/14/2020,17,15,,,5,4,9
Sutter,4/14/2020,0,0,,,,,
Ventura,4/14/2020,24,35,,,9,7,43
San Benito,4/14/2020,1,1,,,0,0,2
Mendocino,4/14/2020,0,0,,,0,0,6
San Bernardino,4/14/2020,166,149,,,59,43,117
Humboldt,4/14/2020,2,7,,,0,0,10
Merced,4/14/2020,0,4,,,0,2,4
Stanislaus,4/14/2020,18,25,,,9,7,50
Colusa,4/14/2020,0,0,,,0,0,6
Tulare,4/14/2020,15,5,,,6,0,18
Butte,4/14/2020,1,6,,,1,6,4
Mono,4/14/2020,0,1,,,0,0,2
San Mateo,4/14/2020,55,12,,,19,4,25
Lake,4/14/2020,0,3,,,0,0,3
Monterey,4/14/2020,18,13,,,3,0,25
Trinity,4/14/2020,0,0,,,0,0,
Riverside,4/14/2020,235,117,,,64,36,141
Orange,4/14/2020,147,111,,,57,31,259
Los Angeles,4/14/2020,1587,613,,,588,115,614
Santa Barbara,4/14/2020,42,8,,,19,1,64
Solano,4/14/2020,12,25,,,6,4,27
San Diego,4/14/2020,243,109,,,101,22,162
Alameda,4/14/2020,92,106,,,34,21,61
Napa,4/14/2020,0,0,,,0,0,8
El Dorado,4/14/2020,20,3,,,0,0,12
Modoc,4/14/2020,0,1,,,0,0,
San Francisco,4/14/2020,87,53,,,28,5,69
Tehama,4/14/2020,0,0,,,0,0,4
Mendocino,4/15/2020,0,0,,,0,0,8
Los Angeles,4/15/2020,1624,632,,,600,139,566
Kings,4/15/2020,8,0,,,2,0,3
San Diego,4/15/2020,236,112,,,98,23,148
San Mateo,4/15/2020,53,18,,,14,4,27
Tehama,4/15/2020,0,0,,,0,0,7
Contra Costa,4/15/2020,38,41,,,16,8,76
Mariposa,4/15/2020,0,4,,,0,0,
Sutter,4/15/2020,0,0,,,,,
San Joaquin,4/15/2020,21,21,,,10,3,27
Modoc,4/15/2020,0,0,,,0,0,
San Bernardino,4/15/2020,149,109,,,65,39,61
Fresno,4/15/2020,25,33,,,12,2,44
Napa,4/15/2020,0,0,,,0,0,8
Riverside,4/15/2020,207,155,,,70,29,112
Marin,4/15/2020,4,10,,,2,4,11
Siskiyou,4/15/2020,2,0,,,0,2,3
Placer,4/15/2020,13,11,,,2,4,12
Solano,4/15/2020,9,14,,,6,4,30
Stanislaus,4/15/2020,19,17,,,7,4,33
El Dorado,4/15/2020,0,5,,,0,1,12
Shasta,4/15/2020,1,1,,,1,0,13
Calaveras,4/15/2020,0,0,,,0,0,10
Lake,4/15/2020,3,3,,,0,2,1
Humboldt,4/15/2020,2,5,,,0,0,11
Plumas,4/15/2020,0,0,,,0,0,
Del Norte,4/15/2020,0,0,,,0,1,4
Glenn,4/15/2020,0,0,,,0,0,
Sacramento,4/15/2020,66,60,,,20,14,55
Kern,4/15/2020,40,12,,,16,1,47
Santa Cruz,4/15/2020,4,2,,,3,2,5
Inyo,4/15/2020,15,163,,,0,0,6
San Francisco,4/15/2020,87,84,,,25,7,76
Monterey,4/15/2020,20,11,,,4,1,22
Alameda,4/15/2020,81,99,,,34,11,70
Sonoma,4/15/2020,3,13,,,1,7,25
Butte,4/15/2020,1,5,,,0,2,6
Mono,4/15/2020,0,0,,,0,0,2
San Luis Obispo,4/15/2020,2,6,,,2,4,28
Yuba,4/15/2020,0,2,,,0,2,8
San Benito,4/15/2020,1,0,,,0,0,4
Madera,4/15/2020,1,6,,,0,1,6
Lassen,4/15/2020,0,6,,,0,0,
Imperial,4/15/2020,21,13,,,7,4,2
Colusa,4/15/2020,0,0,,,0,0,6
Ventura,4/15/2020,25,57,,,8,16,37
Tulare,4/15/2020,18,3,,,7,0,22
Santa Clara,4/15/2020,144,42,,,65,6,92
Trinity,4/15/2020,0,0,,,0,0,
Nevada,4/15/2020,3,4,,,2,1,2
Merced,4/15/2020,0,0,,,0,0,5
Amador,4/15/2020,0,0,,,0,0,2
Yolo,4/15/2020,2,1,,,2,0,14
Tuolumne,4/15/2020,0,0,,,0,0,3
Orange,4/15/2020,156,103,,,73,27,235
Santa Barbara,4/15/2020,37,7,,,17,2,61
Sacramento,4/16/2020,64,54,,,25,13,43
Siskiyou,4/16/2020,0,2,,,0,1,4
Tehama,4/16/2020,0,1,,,0,0,5
San Mateo,4/16/2020,54,18,,,13,3,26
Monterey,4/16/2020,20,22,,,4,0,23
Santa Cruz,4/16/2020,4,3,,,3,1,7
Sonoma,4/16/2020,3,10,,,1,3,28
Del Norte,4/16/2020,0,3,,,0,0,2
Napa,4/16/2020,0,0,,,0,0,2
Tuolumne,4/16/2020,0,0,,,0,0,2
Humboldt,4/16/2020,1,5,,,4,2,-1
Nevada,4/16/2020,3,3,,,2,2,2
Imperial,4/16/2020,21,7,,,9,1,3
Lake,4/16/2020,1,0,,,0,0,1
Colusa,4/16/2020,0,1,,,0,1,5
Mariposa,4/16/2020,0,1,,,0,0,
Solano,4/16/2020,9,15,,,6,4,28
Ventura,4/16/2020,24,52,,,7,10,38
Butte,4/16/2020,1,10,,,0,3,8
Glenn,4/16/2020,0,0,,,0,0,
Santa Clara,4/16/2020,134,48,,,69,8,89
Marin,4/16/2020,5,7,,,2,1,15
Amador,4/16/2020,0,0,,,0,0,5
Mono,4/16/2020,0,0,,,0,0,2
Sutter,4/16/2020,0,0,,,,,
Merced,4/16/2020,1,1,,,0,0,7
Mendocino,4/16/2020,0,0,,,0,0,8
Orange,4/16/2020,152,117,,,55,25,258
Shasta,4/16/2020,1,0,,,1,0,14
Riverside,4/16/2020,216,150,,,72,34,123
Inyo,4/16/2020,0,3,,,0,1,5
Tulare,4/16/2020,22,5,,,8,1,17
San Benito,4/16/2020,1,0,,,0,0,2
San Francisco,4/16/2020,84,35,,,31,9,64
Stanislaus,4/16/2020,18,19,,,6,3,25
Yuba,4/16/2020,0,2,,,0,2,6
Fresno,4/16/2020,33,33,,,12,4,48
Madera,4/16/2020,0,7,,,0,0,6
Placer,4/16/2020,12,18,,,1,1,15
Los Angeles,4/16/2020,1679,620,,,594,108,608
Contra Costa,4/16/2020,37,59,,,14,13,61
Trinity,4/16/2020,0,0,,,0,0,
Calaveras,4/16/2020,0,1,,,0,1,10
San Bernardino,4/16/2020,164,124,,,60,25,83
Lassen,4/16/2020,0,5,,,0,0,
Plumas,4/16/2020,0,0,,,0,0,
Kings,4/16/2020,8,0,,,2,0,5
San Luis Obispo,4/16/2020,3,11,,,3,0,32
Yolo,4/16/2020,2,1,,,1,0,15
Santa Barbara,4/16/2020,37,4,,,16,0,62
Kern,4/16/2020,41,19,,,17,0,57
Modoc,4/16/2020,0,2,,,0,0,
Alameda,4/16/2020,73,82,,,31,9,66
El Dorado,4/16/2020,0,5,,,0,0,14
San Diego,4/16/2020,231,111,,,94,19,151
San Joaquin,4/16/2020,21,16,,,11,2,28
Marin,4/17/2020,4,2,,,2,0,15
San Bernardino,4/17/2020,165,123,,,62,29,82
Kings,4/17/2020,7,0,,,2,0,0
Butte,4/17/2020,1,9,,,0,6,7
Lassen,4/17/2020,0,5,,,0,0,
Riverside,4/17/2020,215,144,,,69,23,119
Alameda,4/17/2020,85,91,,,35,18,55
Mariposa,4/17/2020,0,1,,,0,0,
Sonoma,4/17/2020,2,6,,,1,3,33
Del Norte,4/17/2020,0,4,,,0,1,3
Stanislaus,4/17/2020,15,17,,,7,2,22
Kern,4/17/2020,36,16,,,18,1,59
Yolo,4/17/2020,4,0,,,1,0,14
Glenn,4/17/2020,0,0,,,0,0,
Siskiyou,4/17/2020,0,3,,,0,0,4
Santa Clara,4/17/2020,140,60,,,71,11,86
Modoc,4/17/2020,0,1,,,0,0,
Lake,4/17/2020,0,6,,,0,1,3
Sutter,4/17/2020,0,0,,,,,
Mono,4/17/2020,0,0,,,0,0,2
Madera,4/17/2020,0,5,,,0,0,7
Sacramento,4/17/2020,63,46,,,24,18,38
Nevada,4/17/2020,2,4,,,1,3,0
San Diego,4/17/2020,232,111,,,92,21,157
Napa,4/17/2020,0,1,,,0,0,13
Humboldt,4/17/2020,0,4,,,2,1,1
Trinity,4/17/2020,0,0,,,0,0,
San Benito,4/17/2020,1,0,,,0,0,2
Shasta,4/17/2020,1,0,,,1,0,13
Colusa,4/17/2020,0,1,,,0,1,5
Fresno,4/17/2020,31,29,,,12,2,52
Mendocino,4/17/2020,0,0,,,0,0,7
Inyo,4/17/2020,0,3,,,0,1,5
Imperial,4/17/2020,19,15,,,10,2,3
Santa Barbara,4/17/2020,36,6,,,16,0,63
San Luis Obispo,4/17/2020,3,11,,,3,2,32
San Francisco,4/17/2020,79,36,,,28,8,66
San Joaquin,4/17/2020,23,23,,,10,3,26
Los Angeles,4/17/2020,1720,634,,,594,105,593
Monterey,4/17/2020,22,25,,,3,1,22
San Mateo,4/17/2020,51,16,,,16,1,22
Tehama,4/17/2020,0,0,,,0,0,5
Orange,4/17/2020,160,124,,,58,15,274
Amador,4/17/2020,0,0,,,0,0,3
Tuolumne,4/17/2020,0,0,,,0,0,2
Tulare,4/17/2020,23,5,,,7,1,6
Placer,4/17/2020,12,17,,,1,2,16
Santa Cruz,4/17/2020,2,3,,,1,2,6
Solano,4/17/2020,10,11,,,5,1,36
El Dorado,4/17/2020,0,6,,,0,1,12
Calaveras,4/17/2020,0,2,,,0,2,9
Contra Costa,4/17/2020,34,46,,,13,11,59
Merced,4/17/2020,0,4,,,0,2,3
Yuba,4/17/2020,0,5,,,0,4,4
Ventura,4/17/2020,23,33,,,8,11,37
Plumas,4/17/2020,0,1,,,0,0,
Contra Costa,4/18/2020,35,44,,,13,8,79
Yuba,4/18/2020,0,3,,,0,2,5
Humboldt,4/18/2020,0,4,,,0,0,5
Solano,4/18/2020,9,11,,,6,1,34
Kings,4/18/2020,8,0,,,2,0,1
Tehama,4/18/2020,0,0,,,0,0,4
San Joaquin,4/18/2020,23,27,,,11,4,38
Marin,4/18/2020,3,1,,,1,0,13
Yolo,4/18/2020,4,0,,,1,0,14
Sutter,4/18/2020,0,0,,,,,
Glenn,4/18/2020,0,0,,,0,0,
Napa,4/18/2020,0,0,,,0,0,13
Tuolumne,4/18/2020,0,0,,,0,0,1
Placer,4/18/2020,11,17,,,1,2,6
Fresno,4/18/2020,32,35,,,13,2,51
Mono,4/18/2020,0,0,,,0,0,2
El Dorado,4/18/2020,0,8,,,0,2,11
Mariposa,4/18/2020,0,0,,,0,0,
Madera,4/18/2020,0,7,,,0,0,7
Imperial,4/18/2020,21,12,,,9,4,2
Del Norte,4/18/2020,0,2,,,0,1,6
San Benito,4/18/2020,0,0,,,0,0,2
Ventura,4/18/2020,25,28,,,9,5,35
Riverside,4/18/2020,223,118,,,71,19,133
Trinity,4/18/2020,0,0,,,0,0,
